eco,white_elo,black_elo,result,elo_difference,eco_cat,white_player,black_player
 D02,2610,2625, 1/2-1/2,-15,D00 - D69,Player 13331_white,Player 13331_black
 E71,2495,2615, 0-1,-120,E60 - E99,Player 13332_white,Player 13332_black
 A04,2535,2600, 1/2-1/2,-65,A00 - A39,Player 13333_white,Player 13333_black
 A05,2615,2590, 1/2-1/2,25,A00 - A39,Player 13334_white,Player 13334_black
 A05,2590,2615, 1-0,-25,A00 - A39,Player 13335_white,Player 13335_black
 A05,2507,2652, 0-1,-145,A00 - A39,Player 13336_white,Player 13336_black
 A48,2505,2666, 0-1,-161,A45 - A49,Player 13337_white,Player 13337_black
 A15,2666,2499, 1-0,167,A00 - A39,Player 13338_white,Player 13338_black
 A30,2702,2485, 1-0,217,A00 - A39,Player 13339_white,Player 13339_black
 B40,2452,2702, 0-1,-250,B20 - B99,Player 13340_white,Player 13340_black
 D70,2497,2683, 0-1,-186,D70 - D99,Player 13341_white,Player 13341_black
 E61,2566,2656, 1/2-1/2,-90,E60 - E99,Player 13342_white,Player 13342_black
 E60,2640,2673, 1-0,-33,E60 - E99,Player 13343_white,Player 13343_black
 A48,2481,2649, 1/2-1/2,-168,A45 - A49,Player 13344_white,Player 13344_black
 B40,2662,2655, 1/2-1/2,7,B20 - B99,Player 13345_white,Player 13345_black
 A40,2616,2659, 1/2-1/2,-43,A40 - A44,Player 13346_white,Player 13346_black
 E77,2573,2649, 0-1,-76,E60 - E99,Player 13347_white,Player 13347_black
 B53,2630,2537, 1-0,93,B20 - B99,Player 13348_white,Player 13348_black
 B10,2641,2619, 1-0,22,B10 - B19,Player 13349_white,Player 13349_black
 C78,2650,2535, 0-1,115,C20 - C99,Player 13350_white,Player 13350_black
 E60,2479,2634, 0-1,-155,E60 - E99,Player 13351_white,Player 13351_black
 E60,2721,2661, 1/2-1/2,60,E60 - E99,Player 13352_white,Player 13352_black
 A04,2620,2465, 1-0,155,A00 - A39,Player 13353_white,Player 13353_black
 A30,2620,2530, 1/2-1/2,90,A00 - A39,Player 13354_white,Player 13354_black
 B41,2610,2655, 0-1,-45,B20 - B99,Player 13355_white,Player 13355_black
 A05,2445,2605, 1/2-1/2,-160,A00 - A39,Player 13356_white,Player 13356_black
 A15,2580,2525, 1-0,55,A00 - A39,Player 13357_white,Player 13357_black
 E15,2550,2595, 1/2-1/2,-45,E00 - E59,Player 13358_white,Player 13358_black
 A04,2575,2560, 0-1,15,A00 - A39,Player 13359_white,Player 13359_black
 A05,2560,2590, 0-1,-30,A00 - A39,Player 13360_white,Player 13360_black
 A05,2550,2485, 1-0,65,A00 - A39,Player 13361_white,Player 13361_black
 A49,2545,2620, 1-0,-75,A45 - A49,Player 13362_white,Player 13362_black
 A49,2565,2360, 1/2-1/2,205,A45 - A49,Player 13363_white,Player 13363_black
 C87,2650,2610, 1/2-1/2,40,C20 - C99,Player 13364_white,Player 13364_black
 A45,2380,2600, 0-1,-220,A45 - A49,Player 13365_white,Player 13365_black
 A04,2575,2455, 1-0,120,A00 - A39,Player 13366_white,Player 13366_black
 A49,2555,2570, 1/2-1/2,-15,A45 - A49,Player 13367_white,Player 13367_black
 A04,2495,2555, 1-0,-60,A00 - A39,Player 13368_white,Player 13368_black
 A48,2550,2500, 1/2-1/2,50,A45 - A49,Player 13369_white,Player 13369_black
 A05,2430,2550, 1-0,-120,A00 - A39,Player 13370_white,Player 13370_black
 A05,2570,2460, 1-0,110,A00 - A39,Player 13371_white,Player 13371_black
 A05,2570,2375, 1-0,195,A00 - A39,Player 13372_white,Player 13372_black
 A05,2570,2470, 1-0,100,A00 - A39,Player 13373_white,Player 13373_black
 A05,2570,2560, 1/2-1/2,10,A00 - A39,Player 13374_white,Player 13374_black
 E06,2380,2570, 0-1,-190,E00 - E59,Player 13375_white,Player 13375_black
 B07,2535,2570, 1-0,-35,B00 - B09,Player 13376_white,Player 13376_black
 A81,2535,2425, 1/2-1/2,110,A80 - A99,Player 13377_white,Player 13377_black
 A05,2520,2605, 1/2-1/2,-85,A00 - A39,Player 13378_white,Player 13378_black
 A04,2500,2520, 1/2-1/2,-20,A00 - A39,Player 13379_white,Player 13379_black
 A48,2530,2440, 1-0,90,A45 - A49,Player 13380_white,Player 13380_black
 C55,2480,2565, 1/2-1/2,-85,C20 - C99,Player 13381_white,Player 13381_black
 A05,2540,2540, 0-1,0,A00 - A39,Player 13382_white,Player 13382_black
 A48,2565,2470, 1/2-1/2,95,A45 - A49,Player 13383_white,Player 13383_black
 B40,2510,2455, 1/2-1/2,55,B20 - B99,Player 13384_white,Player 13384_black
 C70,2620,2639, 1-0,-19,C20 - C99,Player 13385_white,Player 13385_black
 A41,2516,2636, 1/2-1/2,-120,A40 - A44,Player 13386_white,Player 13386_black
 A05,2636,2701, 1-0,-65,A00 - A39,Player 13387_white,Player 13387_black
 A13,2408,2561, 1/2-1/2,-153,A00 - A39,Player 13388_white,Player 13388_black
 A00,2468,2309, 0-1,159,A00 - A39,Player 13389_white,Player 13389_black
 A04,2364,2452, 1/2-1/2,-88,A00 - A39,Player 13390_white,Player 13390_black
 A05,2503,2442, 1-0,61,A00 - A39,Player 13391_white,Player 13391_black
 C58,2523,2564, 1/2-1/2,-41,C20 - C99,Player 13392_white,Player 13392_black
 A13,2595,2550, 1/2-1/2,45,A00 - A39,Player 13393_white,Player 13393_black
 A04,2624,2554, 1-0,70,A00 - A39,Player 13394_white,Player 13394_black
 C55,2624,2654, 1-0,-30,C20 - C99,Player 13395_white,Player 13395_black
 E10,2586,2646, 1/2-1/2,-60,E00 - E59,Player 13396_white,Player 13396_black
 A45,2571,2472, 0-1,99,A45 - A49,Player 13397_white,Player 13397_black
 A45,2480,2584, 0-1,-104,A45 - A49,Player 13398_white,Player 13398_black
 A45,2540,2470, 1/2-1/2,70,A45 - A49,Player 13399_white,Player 13399_black
 A45,2420,2395, 1-0,25,A45 - A49,Player 13400_white,Player 13400_black
 A45,2420,2505, 1-0,-85,A45 - A49,Player 13401_white,Player 13401_black
 A45,2445,2370, 1-0,75,A45 - A49,Player 13402_white,Player 13402_black
 A45,2495,2510, 0-1,-15,A45 - A49,Player 13403_white,Player 13403_black
 A45,2500,2375, 1-0,125,A45 - A49,Player 13404_white,Player 13404_black
 C55,2480,2600, 1-0,-120,C20 - C99,Player 13405_white,Player 13405_black
 C55,2525,2480, 1/2-1/2,45,C20 - C99,Player 13406_white,Player 13406_black
 C55,2530,2500, 1/2-1/2,30,C20 - C99,Player 13407_white,Player 13407_black
 A04,2540,2545, 1/2-1/2,-5,A00 - A39,Player 13408_white,Player 13408_black
 C55,2471,2546, 1/2-1/2,-75,C20 - C99,Player 13409_white,Player 13409_black
 C55,2369,2552, 0-1,-183,C20 - C99,Player 13410_white,Player 13410_black
 C55,2247,2127, 0-1,120,C20 - C99,Player 13411_white,Player 13411_black
 C55,2466,2552, 1/2-1/2,-86,C20 - C99,Player 13412_white,Player 13412_black
 C55,2440,2550, 1/2-1/2,-110,C20 - C99,Player 13413_white,Player 13413_black
 C55,2463,2566, 0-1,-103,C20 - C99,Player 13414_white,Player 13414_black
 C55,2476,2492, 0-1,-16,C20 - C99,Player 13415_white,Player 13415_black
 C59,2531,2383, 1-0,148,C20 - C99,Player 13416_white,Player 13416_black
 C55,2487,2629, 1/2-1/2,-142,C20 - C99,Player 13417_white,Player 13417_black
 C55,2553,2503, 1/2-1/2,50,C20 - C99,Player 13418_white,Player 13418_black
 C56,2511,2476, 1/2-1/2,35,C20 - C99,Player 13419_white,Player 13419_black
 C55,2544,2498, 1-0,46,C20 - C99,Player 13420_white,Player 13420_black
 C58,2566,2513, 0-1,53,C20 - C99,Player 13421_white,Player 13421_black
 C55,2555,2602, 1/2-1/2,-47,C20 - C99,Player 13422_white,Player 13422_black
 C55,2391,2439, 1/2-1/2,-48,C20 - C99,Player 13423_white,Player 13423_black
 C59,2590,2562, 1/2-1/2,28,C20 - C99,Player 13424_white,Player 13424_black
 C56,2551,2489, 1/2-1/2,62,C20 - C99,Player 13425_white,Player 13425_black
 C55,2569,2535, 1/2-1/2,34,C20 - C99,Player 13426_white,Player 13426_black
 C55,2427,2450, 1/2-1/2,-23,C20 - C99,Player 13427_white,Player 13427_black
 C55,2560,2424, 0-1,136,C20 - C99,Player 13428_white,Player 13428_black
 C59,2568,2475, 1-0,93,C20 - C99,Player 13429_white,Player 13429_black
 C55,2606,2430, 1-0,176,C20 - C99,Player 13430_white,Player 13430_black
 C55,2550,2638, 0-1,-88,C20 - C99,Player 13431_white,Player 13431_black
 C58,2633,2570, 1/2-1/2,63,C20 - C99,Player 13432_white,Player 13432_black
 C55,2618,2541, 1/2-1/2,77,C20 - C99,Player 13433_white,Player 13433_black
 C55,2475,2557, 1/2-1/2,-82,C20 - C99,Player 13434_white,Player 13434_black
 C58,2493,2521, 1-0,-28,C20 - C99,Player 13435_white,Player 13435_black
 C55,2428,2588, 1/2-1/2,-160,C20 - C99,Player 13436_white,Player 13436_black
 C55,2511,2387, 1-0,124,C20 - C99,Player 13437_white,Player 13437_black
 C56,2442,2377, 1-0,65,C20 - C99,Player 13438_white,Player 13438_black
 C55,2487,2531, 0-1,-44,C20 - C99,Player 13439_white,Player 13439_black
 C55,2351,2550, 0-1,-199,C20 - C99,Player 13440_white,Player 13440_black
 C58,2602,2520, 1/2-1/2,82,C20 - C99,Player 13441_white,Player 13441_black
 C55,2445,2625, 1/2-1/2,-180,C20 - C99,Player 13442_white,Player 13442_black
 C55,2603,2508, 1/2-1/2,95,C20 - C99,Player 13443_white,Player 13443_black
 C55,2637,2596, 0-1,41,C20 - C99,Player 13444_white,Player 13444_black
 C55,2426,2430, 1/2-1/2,-4,C20 - C99,Player 13445_white,Player 13445_black
 C59,2622,2542, 1/2-1/2,80,C20 - C99,Player 13446_white,Player 13446_black
 C55,2598,2453, 1/2-1/2,145,C20 - C99,Player 13447_white,Player 13447_black
 C55,2525,2470, 1/2-1/2,55,C20 - C99,Player 13448_white,Player 13448_black
 C55,2547,2528, 1/2-1/2,19,C20 - C99,Player 13449_white,Player 13449_black
 C55,2519,2638, 1/2-1/2,-119,C20 - C99,Player 13450_white,Player 13450_black
 C58,2417,2530, 1-0,-113,C20 - C99,Player 13451_white,Player 13451_black
 C59,2581,2625, 1/2-1/2,-44,C20 - C99,Player 13452_white,Player 13452_black
 C55,2651,2496, 1/2-1/2,155,C20 - C99,Player 13453_white,Player 13453_black
 C55,2483,2349, 0-1,134,C20 - C99,Player 13454_white,Player 13454_black
 C55,2468,2450, 1/2-1/2,18,C20 - C99,Player 13455_white,Player 13455_black
 C55,2564,2486, 1/2-1/2,78,C20 - C99,Player 13456_white,Player 13456_black
 C55,2579,2549, 1/2-1/2,30,C20 - C99,Player 13457_white,Player 13457_black
 C55,2583,2597, 1/2-1/2,-14,C20 - C99,Player 13458_white,Player 13458_black
 C55,2588,2503, 1-0,85,C20 - C99,Player 13459_white,Player 13459_black
 C55,2493,2602, 1/2-1/2,-109,C20 - C99,Player 13460_white,Player 13460_black
 C55,2580,2521, 1/2-1/2,59,C20 - C99,Player 13461_white,Player 13461_black
 C55,2521,2539, 0-1,-18,C20 - C99,Player 13462_white,Player 13462_black
 C55,2540,2445, 1/2-1/2,95,C20 - C99,Player 13463_white,Player 13463_black
 C58,2637,2589, 1-0,48,C20 - C99,Player 13464_white,Player 13464_black
 C55,2573,2642, 1/2-1/2,-69,C20 - C99,Player 13465_white,Player 13465_black
 C56,2584,2505, 1-0,79,C20 - C99,Player 13466_white,Player 13466_black
 C55,2588,2574, 1/2-1/2,14,C20 - C99,Player 13467_white,Player 13467_black
 C55,2707,2566, 1-0,141,C20 - C99,Player 13468_white,Player 13468_black
 C55,2667,2542, 1/2-1/2,125,C20 - C99,Player 13469_white,Player 13469_black
 C55,2405,2524, 1/2-1/2,-119,C20 - C99,Player 13470_white,Player 13470_black
 C55,2568,2476, 0-1,92,C20 - C99,Player 13471_white,Player 13471_black
 A40,2570,2465, 0-1,105,A40 - A44,Player 13472_white,Player 13472_black
 A30,2550,2510, 0-1,40,A00 - A39,Player 13473_white,Player 13473_black
 A40,2410,2535, 0-1,-125,A40 - A44,Player 13474_white,Player 13474_black
 A30,2555,2485, 1/2-1/2,70,A00 - A39,Player 13475_white,Player 13475_black
 A30,2555,2420, 1-0,135,A00 - A39,Player 13476_white,Player 13476_black
 A30,2575,2390, 1/2-1/2,185,A00 - A39,Player 13477_white,Player 13477_black
 A16,2530,2450, 1-0,80,A00 - A39,Player 13478_white,Player 13478_black
 E61,2405,2510, 1-0,-105,E60 - E99,Player 13479_white,Player 13479_black
 A16,2510,2450, 1/2-1/2,60,A00 - A39,Player 13480_white,Player 13480_black
 A16,2510,2390, 0-1,120,A00 - A39,Player 13481_white,Player 13481_black
 E61,2435,2510, 1/2-1/2,-75,E60 - E99,Player 13482_white,Player 13482_black
 E60,2435,2515, 1-0,-80,E60 - E99,Player 13483_white,Player 13483_black
 A30,2505,2325, 1-0,180,A00 - A39,Player 13484_white,Player 13484_black
 E60,2485,2515, 0-1,-30,E60 - E99,Player 13485_white,Player 13485_black
 E60,2445,2520, 1/2-1/2,-75,E60 - E99,Player 13486_white,Player 13486_black
 A00,2425,2505, 0-1,-80,A00 - A39,Player 13487_white,Player 13487_black
 A16,2505,2475, 1/2-1/2,30,A00 - A39,Player 13488_white,Player 13488_black
 A13,2505,2495, 1/2-1/2,10,A00 - A39,Player 13489_white,Player 13489_black
 E60,2470,2510, 1-0,-40,E60 - E99,Player 13490_white,Player 13490_black
 E71,2600,2500, 1-0,100,E60 - E99,Player 13491_white,Player 13491_black
 A00,2535,2470, 1-0,65,A00 - A39,Player 13492_white,Player 13492_black
 E77,2515,2460, 1/2-1/2,55,E60 - E99,Player 13493_white,Player 13493_black
 A10,2460,2515, 1/2-1/2,-55,A00 - A39,Player 13494_white,Player 13494_black
 E77,2530,2460, 1-0,70,E60 - E99,Player 13495_white,Player 13495_black
 E71,2592,2473, 1-0,119,E60 - E99,Player 13496_white,Player 13496_black
 E10,2597,2726, 1-0,-129,E00 - E59,Player 13497_white,Player 13497_black
 D31,2726,2707, 1-0,19,D00 - D69,Player 13498_white,Player 13498_black
 E10,2693,2721, 1/2-1/2,-28,E00 - E59,Player 13499_white,Player 13499_black
 A04,2460,2540, 1/2-1/2,-80,A00 - A39,Player 13500_white,Player 13500_black
 B50,2565,2460, 1-0,105,B20 - B99,Player 13501_white,Player 13501_black
 A05,2515,2505, 1/2-1/2,10,A00 - A39,Player 13502_white,Player 13502_black
 A05,2550,2525, 1/2-1/2,25,A00 - A39,Player 13503_white,Player 13503_black
 E60,2520,2515, 1-0,5,E60 - E99,Player 13504_white,Player 13504_black
 A04,2550,2320, 1-0,230,A00 - A39,Player 13505_white,Player 13505_black
 A05,2550,2440, 1-0,110,A00 - A39,Player 13506_white,Player 13506_black
 A49,2470,2540, 1/2-1/2,-70,A45 - A49,Player 13507_white,Player 13507_black
 A05,2510,2530, 1/2-1/2,-20,A00 - A39,Player 13508_white,Player 13508_black
 A04,2495,2415, 1-0,80,A00 - A39,Player 13509_white,Player 13509_black
 A48,2550,2530, 1/2-1/2,20,A45 - A49,Player 13510_white,Player 13510_black
 A05,2580,2425, 1/2-1/2,155,A00 - A39,Player 13511_white,Player 13511_black
 A06,2570,2625, 1/2-1/2,-55,A00 - A39,Player 13512_white,Player 13512_black
 A06,2570,2495, 1/2-1/2,75,A00 - A39,Player 13513_white,Player 13513_black
 A06,2555,2590, 1-0,-35,A00 - A39,Player 13514_white,Player 13514_black
 A04,2560,2530, 1-0,30,A00 - A39,Player 13515_white,Player 13515_black
 A49,2530,2555, 1-0,-25,A45 - A49,Player 13516_white,Player 13516_black
 D10,2445,2570, 1/2-1/2,-125,D00 - D69,Player 13517_white,Player 13517_black
 A05,2570,2530, 1-0,40,A00 - A39,Player 13518_white,Player 13518_black
 A05,2530,2440, 1/2-1/2,90,A00 - A39,Player 13519_white,Player 13519_black
 B00,2550,2535, 1/2-1/2,15,B00 - B09,Player 13520_white,Player 13520_black
 A05,2535,2550, 1/2-1/2,-15,A00 - A39,Player 13521_white,Player 13521_black
 A06,2550,2325, 1-0,225,A00 - A39,Player 13522_white,Player 13522_black
 D10,2495,2550, 0-1,-55,D00 - D69,Player 13523_white,Player 13523_black
 A04,2575,2480, 1-0,95,A00 - A39,Player 13524_white,Player 13524_black
 B90,2395,2575, 1-0,-180,B20 - B99,Player 13525_white,Player 13525_black
 A40,2465,2575, 1/2-1/2,-110,A40 - A44,Player 13526_white,Player 13526_black
 A06,2565,2610, 1/2-1/2,-45,A00 - A39,Player 13527_white,Player 13527_black
 E70,2605,2595, 1/2-1/2,10,E60 - E99,Player 13528_white,Player 13528_black
 A04,2475,2535, 0-1,-60,A00 - A39,Player 13529_white,Player 13529_black
 A04,2535,2485, 1-0,50,A00 - A39,Player 13530_white,Player 13530_black
 A05,2570,2525, 1-0,45,A00 - A39,Player 13531_white,Player 13531_black
 A06,2570,2511, 1-0,59,A00 - A39,Player 13532_white,Player 13532_black
 E60,2565,2370, 1/2-1/2,195,E60 - E99,Player 13533_white,Player 13533_black
 C89,2505,2535, 1-0,-30,C20 - C99,Player 13534_white,Player 13534_black
 A04,2370,2505, 1/2-1/2,-135,A00 - A39,Player 13535_white,Player 13535_black
 A48,2555,2540, 1-0,15,A45 - A49,Player 13536_white,Player 13536_black
 A30,2610,2585, 1/2-1/2,25,A00 - A39,Player 13537_white,Player 13537_black
 A06,2490,2580, 1/2-1/2,-90,A00 - A39,Player 13538_white,Player 13538_black
 B40,2575,2550, 1-0,25,B20 - B99,Player 13539_white,Player 13539_black
 B33,2480,2555, 1-0,-75,B20 - B99,Player 13540_white,Player 13540_black
 C88,2525,2540, 1-0,-15,C20 - C99,Player 13541_white,Player 13541_black
 C93,2485,2485, 1/2-1/2,0,C20 - C99,Player 13542_white,Player 13542_black
 C87,2568,2591, 1/2-1/2,-23,C20 - C99,Player 13543_white,Player 13543_black
 E61,2490,2450, 1/2-1/2,40,E60 - E99,Player 13544_white,Player 13544_black
 B00,2505,2455, 1-0,50,B00 - B09,Player 13545_white,Player 13545_black
 B40,2485,2520, 1-0,-35,B20 - B99,Player 13546_white,Player 13546_black
 E60,2485,2535, 0-1,-50,E60 - E99,Player 13547_white,Player 13547_black
 C41,2575,2490, 1-0,85,C20 - C99,Player 13548_white,Player 13548_black
 B40,2560,2445, 0-1,115,B20 - B99,Player 13549_white,Player 13549_black
 B10,2530,2535, 1/2-1/2,-5,B10 - B19,Player 13550_white,Player 13550_black
 A05,2459,2564, 0-1,-105,A00 - A39,Player 13551_white,Player 13551_black
 E61,2496,2616, 0-1,-120,E60 - E99,Player 13552_white,Player 13552_black
 B40,2347,2671, 0-1,-324,B20 - B99,Player 13553_white,Player 13553_black
 B40,2388,2683, 0-1,-295,B20 - B99,Player 13554_white,Player 13554_black
 B40,2545,2450, 1/2-1/2,95,B20 - B99,Player 13555_white,Player 13555_black
 A04,2450,2460, 0-1,-10,A00 - A39,Player 13556_white,Player 13556_black
 A13,2465,2450, 1/2-1/2,15,A00 - A39,Player 13557_white,Player 13557_black
 A46,2370,2445, 1/2-1/2,-75,A45 - A49,Player 13558_white,Player 13558_black
 E60,2450,2445, 1/2-1/2,5,E60 - E99,Player 13559_white,Player 13559_black
 B10,2445,2580, 1/2-1/2,-135,B10 - B19,Player 13560_white,Player 13560_black
 A48,2470,2445, 1-0,25,A45 - A49,Player 13561_white,Player 13561_black
 A04,2480,2475, 1-0,5,A00 - A39,Player 13562_white,Player 13562_black
 A05,2455,2595, 0-1,-140,A00 - A39,Player 13563_white,Player 13563_black
 D26,2605,2535, 1-0,70,D00 - D69,Player 13564_white,Player 13564_black
 A04,2605,2625, 1/2-1/2,-20,A00 - A39,Player 13565_white,Player 13565_black
 E71,2620,2535, 1/2-1/2,85,E60 - E99,Player 13566_white,Player 13566_black
 D30,2580,2440, 1-0,140,D00 - D69,Player 13567_white,Player 13567_black
 E70,2610,2585, 1-0,25,E60 - E99,Player 13568_white,Player 13568_black
 B40,2660,2565, 1/2-1/2,95,B20 - B99,Player 13569_white,Player 13569_black
 E10,2625,2490, 1/2-1/2,135,E00 - E59,Player 13570_white,Player 13570_black
 A81,2596,2443, 1/2-1/2,153,A80 - A99,Player 13571_white,Player 13571_black
 A05,2555,2552, 1/2-1/2,3,A00 - A39,Player 13572_white,Player 13572_black
 A46,2574,2435, 1-0,139,A45 - A49,Player 13573_white,Player 13573_black
 E71,2518,2242, 1-0,276,E60 - E99,Player 13574_white,Player 13574_black
 C87,2345,2590, 1/2-1/2,-245,C20 - C99,Player 13575_white,Player 13575_black
 B40,2500,2505, 1/2-1/2,-5,B20 - B99,Player 13576_white,Player 13576_black
 C90,2460,2415, 1-0,45,C20 - C99,Player 13577_white,Player 13577_black
 A05,2465,2475, 1/2-1/2,-10,A00 - A39,Player 13578_white,Player 13578_black
 E20,2500,2485, 0-1,15,E00 - E59,Player 13579_white,Player 13579_black
 A15,2490,2495, 1-0,-5,A00 - A39,Player 13580_white,Player 13580_black
 A04,2550,2505, 1/2-1/2,45,A00 - A39,Player 13581_white,Player 13581_black
 A46,2445,2555, 1/2-1/2,-110,A45 - A49,Player 13582_white,Player 13582_black
 A46,2465,2555, 1/2-1/2,-90,A45 - A49,Player 13583_white,Player 13583_black
 C10,2535,2575, 0-1,-40,C00 - C19,Player 13584_white,Player 13584_black
 A06,2545,2645, 1-0,-100,A00 - A39,Player 13585_white,Player 13585_black
 B45,2635,2550, 1/2-1/2,85,B20 - B99,Player 13586_white,Player 13586_black
 B00,2605,2535, 1-0,70,B00 - B09,Player 13587_white,Player 13587_black
 A46,2565,2625, 1/2-1/2,-60,A45 - A49,Player 13588_white,Player 13588_black
 B40,2625,2485, 1-0,140,B20 - B99,Player 13589_white,Player 13589_black
 B50,2635,2545, 1-0,90,B20 - B99,Player 13590_white,Player 13590_black
 A46,2525,2595, 1/2-1/2,-70,A45 - A49,Player 13591_white,Player 13591_black
 B40,2555,2595, 1/2-1/2,-40,B20 - B99,Player 13592_white,Player 13592_black
 C41,2610,2475, 0-1,135,C20 - C99,Player 13593_white,Player 13593_black
 A04,2505,2540, 1/2-1/2,-35,A00 - A39,Player 13594_white,Player 13594_black
 E20,2633,2552, 1/2-1/2,81,E00 - E59,Player 13595_white,Player 13595_black
 B50,2558,2411, 1/2-1/2,147,B20 - B99,Player 13596_white,Player 13596_black
 B50,2550,2473, 1/2-1/2,77,B20 - B99,Player 13597_white,Player 13597_black
 D15,2380,2545, 0-1,-165,D00 - D69,Player 13598_white,Player 13598_black
 D10,2405,2490, 1/2-1/2,-85,D00 - D69,Player 13599_white,Player 13599_black
 E20,2487,2502, 1-0,-15,E00 - E59,Player 13600_white,Player 13600_black
 C00,2495,2588, 0-1,-93,C00 - C19,Player 13601_white,Player 13601_black
 A41,2494,2468, 0-1,26,A40 - A44,Player 13602_white,Player 13602_black
 E60,2518,2644, 0-1,-126,E60 - E99,Player 13603_white,Player 13603_black
 C88,2522,2667, 0-1,-145,C20 - C99,Player 13604_white,Player 13604_black
 D30,2647,2473, 1-0,174,D00 - D69,Player 13605_white,Player 13605_black
